track_name,track_artist,track_album_name,track_album_release_date,playlist_genre
Dividido,Alex Cuba,Dividido,2019-03-22,latin
¿A Dónde Vas?,La Isla Centeno,Miocarditis,2019-08-16,latin
Arráncame - Live,Marissa Mur,Arráncame (Live),2019-08-16,latin
Claridad,El Otro Polo,Claridad,2019-09-13,latin
Chachachá,Jósean Log,Háblate de Mí,2016-10-14,latin
Tropical (feat. Ondina),Pachará,Tropical,2019-05-31,latin
Ola Adiós,Vacación,Ola Adiós,2019-08-16,latin
Viaje Tropical - Live,Marissa Mur,Viaje Tropical (Live),2019-09-27,latin
Cambiarás,Altoparlante,Cambiarás,2017-12-11,latin
Helado de Mango,Naïa Valdez,Helado de Mango,2019-03-29,latin
Ya No Te Quiero,Luz Pinos,Ya No Te Quiero,2019-07-12,latin
Somos Dos,Pau Sotomayor,Somos Dos,2019-09-20,latin
Wannajuato,Fideo y los del mondo,Wannajuato,2019-09-26,latin
Sonreír,KURT,Sonreír,2019-11-22,latin
Fishaman (feat. Elkin Robinson),Juan Pablo Vega,Fishaman (feat. Elkin Robinson),2019-02-01,latin
Cumbia Sobre el Mar - El Búho Remix,Quantic,Tributaries: A Remix Album (El Búho Remixes),2018-11-09,latin
Por Tu Olor,El Kanka,El Arte de Saltar,2018-02-23,latin
Quisiera,Natalie Perez,Quisiera,2019-09-20,latin
Aloha,Carlos Sadness,Aloha,2019-11-22,latin
Sobre La Mesa,Boca Paila,Sobre La Mesa,2019-06-07,latin
Quédate,Debi Nova,Quédate,2019-11-22,latin
Juanita la Chismosa,El Caribefunk,El Caribefunk,2015-09-27,latin
Caribeña,Lorena Blume,Caribeña,2019-03-22,latin
Amor De Verano,Vacación,Tiempo Compartido,2019-10-25,latin
Todo el Día en la Cama,Cheo,Todo el Día en la Cama,2019-11-22,latin
Sweet & Gentle - Me Lo Dijo Adela,Flora Martínez,Sweet and Gentle - Me Lo Dijo Adela,2019-06-28,latin
Temes,iLe,Almadura,2019-05-10,latin
Kumbayeo,Salomón Beda,Kumbayeo,2019-11-08,latin
Morena,Maréh,Morena,2019-09-20,latin
Se Fue la Luz,Nuria Saba,Niña Ojos Púrpura,2018-07-28,latin
Bossa & People,El Kuelgue,Beatriz,2012-07-07,latin
Agua Salada,Los Rumberos,Cuba Pintada,2019-10-04,latin
Mamita (feat. Natalia Lafourcade),Rawayana,RawayanaLand,2013-05-19,latin
Aguacate,Salomón Beda,Pa'lante,2017-07-07,latin
Tú,maye,Tú,2019-09-06,latin
Al Amanecer,MOÜGLI,Al Amanecer,2019-08-16,latin
Espiritual,Pachará,Espiritual,2019-11-29,latin
Muerte En Hawaii,Pau Sotomayor,Muerte En Hawaii,2019-09-20,latin
4am,Marrón,4am,2019-06-28,latin
Peligrosa Mujer,Joaco Terán,Libres,2015-09-20,latin
Raúl en el Baúl,India Marte,Raúl en el Baúl,2019-06-21,latin
PERLA,Mitú,TANDEM,2019-10-04,latin
Duda Morena,Churupaca,Churupaca,2013-12-31,latin
Vértigo,Perotá Chingó,Vértigo,2019-09-27,latin
Vaivén,Mirella Cesa,Vaivén,2019-03-08,latin
Agua,Self Sabotage,Visums,2019-05-01,latin
Identidad (feat. Ibeyi),Haydee Milanes,AMOR Haydée Milanés a dúo con Pablo Milanés (EDICIÓN DELUXE),2019-05-24,latin
X,Nana Mendoza,X,2019-09-20,latin
Batida do Amor,Francisca La Braza,Francisca La Braza,2018-12-07,latin
Manantial en la Arena,Los Aguas Aguas,Manantial en la Arena,2019-12-20,latin
Mis Muertos,Julieta Venegas,La Enamorada,2019-11-22,latin
El Pulque,Primo Son,El Pulque,2019-11-22,latin
Como Fuego,Reyna Tropical,Como Fuego,2019-01-20,latin
A La Madrugada,Simon Grossmann,Ciclo,2017-03-03,latin
Quisiera,Flor de Toloache,Indestructible,2019-05-31,latin
La Malquerida,Solovino,La Malquerida,2019-05-02,latin
Colores,GAMBOA,Colores,2019-01-18,latin
Cigarros y Tragos,Los Espiritus,Caldero,2019-08-30,latin
De Aquí Pa Allá,Sol Pereyra,De Aquí Pa Allá,2019-04-26,latin
Caramelo,La Lá,”Zamba Puta”,2017-03-25,latin
Me Gustas Tú,Carolina Camacho,Me Gustas Tú,2019-09-20,latin
Quema,Sotomayor,Quema,2019-11-01,latin
Amor Frutero,Camila Luna,Flora y Fauna,2017-03-02,latin
Clandestino (feat. Calypso Rose),Manu Chao,Clandestino (feat. Calypso Rose),2019-05-31,latin
Pánico Cero,King Edi K,Pánico Cero,2019-05-02,latin
Guayaba,Anakena,Anakena,2019-10-04,latin
La Futura,Gio Chamba,La Futura,2019-11-01,latin
Serotonina,Simón Campusano,Serotonina,2018-09-23,latin
Eres Tú,Mac Gregor,Eres Tú,2019-09-20,latin
Desierto,Simah,Desierto,2019-03-22,latin
La Bicicleta,Nana Mendoza,La Bicicleta,2019-09-20,latin
Scab,Chicano Batman,Black Lipstick,2019-06-21,latin
Yo -A- O,Alex Eugenio,Aurora,2018-06-29,latin
Avanza,Lacandona Social Sound,No Hay Tregua,2016-07-22,latin
Y Ahora,Mula,Y Ahora,2019-11-18,latin
Buen Viaje,Femina,Traspasa,2014-10-20,latin
El Fuego,Piélago,El Fuego,2017-05-15,latin
Cumbia del Olvido,Nicola Cruz,Prender el Alma,2015-10-30,latin
Niña,Reyna Tropical,Reyna Tropical,2018-01-24,latin
El Sueno de Frida,Antonio Garcia Isaac,Ambientes,2019-07-05,latin
Pequeña Niña,Enio Silveti,Pequeña Niña,2019-05-17,latin
Esto Es Real (8100mg),Combo Chimbita,Esto Es Real (8100mg),2019-03-28,latin
La Primavera,Amparanoia,La Primavera,2019-05-10,latin
Naufragar,Sebastián Romero,Naufragar,2019-12-13,latin
Mambeado,Onda Vaga,Fuerte Y Caliente,2008-01-01,latin
El Cafetal,Vilamarea,El Cafetal,2019-03-22,latin
Respiração,Ley Line,Respiração,2017-11-09,latin
Guayabas y Flores,Monsieur Periné,Encanto Tropical,2018-05-18,latin
I'll Play The Fool,Claude Fontaine,I'll Play The Fool,2019-04-17,latin
BocaRosa,YoSoyMatt,Atlas,2019-05-31,latin
Paso a Huella - Captain Planet Remix,Novalima,Ch'usay Remixes,2019-12-13,latin
Oxum,Ley Line,Oxum,2019-09-19,latin
Chica Fugaz,Ricardo Bendek,Chica Fugaz,2019-10-13,latin
Pajarito,Sotomayor,Salvaje,2015-03-10,latin
Sacarte a Bailar,LÚA,Sacarte a Bailar,2019-04-30,latin
Birthright,Nora En Pure,Birthright,2019-05-24,latin
Sumatra,Nora Van Elken,Sumatra,2019-10-02,latin
Movement,Lylos,Movement,2018-10-26,latin
Idiot (SLCT Remix) (Instrumental Version),Nahra,SLCT Takeover Vol. 1 (Instrumental),2019-09-20,latin
7 AM,Tomas Skyldeberg,7 AM,2019-02-08,latin
I Feel It Too,Maiwan,I Feel It Too,2018-12-14,latin
Lost Lake,Boomo,Lost Lake,2019-03-22,latin
We Will Get It Right,Brookii,Fool Again,2019-04-26,latin
Melody,Tellow,Melody,2018-11-16,latin
Like Water,Paisley Pink,Poser,2018-11-16,latin
Chillseekers,Chill Cole,Café Dreamer,2016-06-23,latin
Laith,Timna Momentus,Myriad,2019-09-10,latin
Swerve,Molife,Swerve,2019-05-31,latin
Blog,Michel Gaross,Blog,2017-04-21,latin
Dear Friend,Sugar Blizz,Dear Friend,2018-11-09,latin
Anyone,Maiwan,Summer Crush,2017-11-04,latin
Leftovers,Jones Meadow,Ghosts,2019-02-08,latin
Circular,Crisp Nibblets,Circular,2018-03-29,latin
Sunbathing,Dye O,Sunbathing,2019-09-20,latin
You like It,Gloria Tells,You Like It,2019-04-26,latin
Summer Crush,Maiwan,Summer Crush,2017-11-04,latin
Summer Vibe,Tomas Skyldeberg,Everything Shines,2018-03-02,latin
Right Now,Daxten,Sparkles,2018-08-03,latin
I Can't Help That I Miss You Now (Instrumental Version),Basixx,I Can't Help That I Miss You Now,2019-07-05,latin
Summer Feelings,Onda Norte,Summer Feelings,2018-08-10,latin
Gonna Save Me,Paisley Pink,No Crush,2019-03-08,latin
Past Adventures,Brendon Moeller,Fallen Angels,2019-02-22,latin
Silent (Instrumental Version),Aiyo,Silent,2019-06-07,latin
Push,Grennels,Push,2019-09-10,latin
We Don't Have To Take Our Clothes Off - Mulshine Remix,Vivid Color,We Don't Have To Take Our Clothes Off (Mulshine Remix),2017-06-30,latin
Tyto,Okwen,Tyto,2019-07-19,latin
Ever After,dvine,Confessions,2019-03-08,latin
Lupino,Magnofield,Lupino,2019-07-26,latin
Told You Once,Frank Brinelle,Told You Once,2018-05-13,latin
Don't Break Up,Fresh Faces,Don't Break Up,2018-03-07,latin
Easy to Adore You,Mauve,Easy to Adore You,2019-12-13,latin
Blueblurry,Duckmaw,Blueblurry,2019-04-05,latin
Rewind,Cornpop,Rewind,2017-02-24,latin
Vegas,Onda Norte,Summer Feelings,2018-08-10,latin
Montreal,Dieter Spitz,Montreal,2018-05-13,latin
On The Clock,Lvly,Mad Woman,2018-08-24,latin
Sunbeam,Hallman,I'm Going Like,2019-01-04,latin
Can You Feel Me,Love Beans,Can You Feel Me,2018-01-26,latin
Mexico Para Sempre,Il Greco,Mexico Para Sempre,2019-04-10,latin
Sparkles,Daxten,Sparkles,2018-08-03,latin
Lost in Atlantis,Smartface,Lost In Atlantis,2019-09-13,latin
Deserter,Jones Meadow,Down Here with You,2019-07-26,latin
You're Not The One,Ray,Made To Be Free,2018-04-06,latin
Kiwi,Harvio,Purple Summer,2018-08-10,latin
Keep You Near,Sum Wave,Near Dawn,2016-03-08,latin
Movimiento,Andréza,Movimiento,2018-06-01,latin
Hold On,Mac Beez,Hold On,2017-10-06,latin
Subwalk,Bamba Lamer,Subwalk,2018-10-23,latin
Send Me Home,Giants' Nest,Sand on Your Face,2019-10-25,latin
Travellers,Ran the Man,Travellers,2019-07-26,latin
Feel The Heat,Bon Lui,Feel The Heat,2017-06-02,latin
Waste Our Time,BLAEKER,9 To 5,2018-06-22,latin
Salt,Dye O,Papaya Island,2018-07-06,latin
We're the Tide,Giants' Nest,We're the Tide,2019-05-31,latin
Shy,Sum Wave,Near Dawn,2016-03-08,latin
Don't Say You Don't (Instrumental Version),Particle House,Don't Say You Don't,2019-06-07,latin
Portimao,Manic Twister,Portimao,2019-09-10,latin
A Teenage Dream (Instrumental Version),Snake City,A Teenage Dream,2019-09-20,latin
Mirage,Dye O,Mirage,2018-11-16,latin
Human Music: Music For People,BENNIK,Human Music: Music For People,2018-05-18,latin
Kirnua,Jones Meadow,Kirnua,2019-04-05,latin
8 Money,Giants' Nest,We're the Tide,2019-05-31,latin
Summer Love,Sole Sole,Summer Love,2019-11-22,latin
Last Forever,Dye O,Not from Here,2019-12-13,latin
Non Stop Never Stop,Harvio,Gambling Bonnie,2019-09-06,latin
Somebody I'm Not,Martin Jensen,Somebody I'm Not,2018-11-16,latin
Someone You Loved - Madism Radio Mix,Lewis Capaldi,Someone You Loved (Madism Radio Mix),2019-02-15,latin
Beautiful,MOTi,Beautiful,2019-03-01,latin
Wild Ones - Nightcall Remix,Theresa Rex,Wild Ones (Nightcall Remix),2018-12-07,latin
Crying In The Sun,Faustix,Crying In The Sun (Remixes),2018-11-23,latin
Liar,ROËDS,Liar,2018-09-21,latin
Starfields,Hallman,Starfields,2018-08-17,latin
Down By The River (feat. Emy Perez),Möwe,Down By The River (feat. Emy Perez),2018-11-30,latin
Discovery - Sunrise Mix,Syn Cole,Discovery (Sunrise Mix),2019-06-28,latin
Young & Reckless,Jason Thurell,Young & Reckless,2019-01-04,latin
Sing It With Me - Embody Remix,JP Cooper,Sing It With Me (Embody Remix),2019-06-21,latin
I'm Going Like,Hallman,I'm Going Like,2019-01-04,latin
Happy Now,Kygo,Happy Now,2018-10-26,latin
Chit Chat,Small Talk,Chit Chat,2018-10-05,latin
Brighter Day,State of Sound,Brighter Day,2018-11-02,latin
Sweat On Me,Tape Machines,Sweat On Me,2019-01-04,latin
Breakfast In America,Madism,Breakfast In America,2019-08-16,latin
Think About You,Kygo,Think About You,2019-02-14,latin
Gold,Sam Feldt,Gold,2019-01-18,latin
Beautiful People (feat. Khalid) - NOTD Remix,Ed Sheeran,Beautiful People (feat. Khalid) [NOTD Remix],2019-07-11,latin
Sun Is Shining,Tomas Skyldeberg,Sun Is Shining,2019-05-10,latin
Walk Away,STVCKS,Walk Away,2019-07-19,latin
Like a Hurricane,Basixx,Like a Hurricane,2018-11-09,latin
Fireproof,offrami,Fireproof,2018-02-16,latin
Won't Let Go,Lucas Estrada,Won't Let Go,2018-11-16,latin
Falling Like The Stars - Madism Remix,James Arthur,Falling Like The Stars (Madism Remix),2019-05-24,latin
By My Side,CALVIN,By My Side,2018-11-02,latin
Hands On Your Body,Basixx,Like a Hurricane,2018-11-09,latin
Somebody,Sigala,Brighter Days,2018-09-28,latin
Missed Call,Hogland,Missed Call,2018-06-29,latin
On The Streets of Dún Laoghaire - Boonz Remix,Broken Legacy,On The Streets of Dún Laoghaire (Boonz Remix),2019-05-28,latin
Good Life,José Lucas,Good Life,2019-07-19,latin
Selfish,Dimitri Vegas & Like Mike,Selfish,2019-02-15,latin
Sun Comes Out,Hallman,King of The Sun,2019-05-24,latin
Praying To A God - Melio Remix,Mr. Probz,Praying To A God (Remixes),2019-03-01,latin
Not a Goodbye,Alex Parker,Not a Goodbye,2018-08-10,latin
Somebody Like Me (feat. ORKID),State of Sound,Somebody Like Me (feat. ORKID),2019-03-01,latin
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,Close To Me (Remixes),2019-02-01,latin
Kinder Eyes (feat. Ryann),Ryan Riback,Kinder Eyes (feat. Ryann),2019-01-11,latin
Dilemma,Jemme,Dilemma,2018-08-10,latin
Lucky Ones,James Carter,Lucky Ones,2019-05-10,latin
Eighteen,CASP:R,Eighteen,2018-05-04,latin
Get Out,Sundell,Get Out,2019-08-09,latin
Blinding Lights,Lucas Estrada,Blinding Lights,2019-08-16,latin
Dancing In The Dark (feat. Christof Jeppsson),Strobe!,Dancing In The Dark (feat. Christof Jeppsson),2019-10-04,latin
Don't Need Diamonds,CASP:R,Don't Need Diamonds,2019-02-22,latin
Moving On,Where The Man,Moving On,2019-08-02,latin
La Boca,Mau y Ricky,Para Aventuras y Curiosidades,2019-05-03,latin
Justicia,Silvestre Dangond,Justicia,2018-06-29,latin
Corazon de Acero,Yiyo Sarante,Lo Mejor de Yiyo Sarante,2016-04-27,latin
Kitipun,Juan Luis Guerra 4.40,Literal,2019-05-31,latin
Calma - Remix,Pedro Capó,Calma (Remix),2018-10-05,latin
Cristina (feat. Shelow Shaq),Maffio,Cristina (feat. Shelow Shaq),2019-03-29,latin
Me Quedaré Contigo,El Micha,Me Quedaré Contigo,2018-06-08,latin
Te Olvidaré,MYA,Te Olvidaré,2019-06-05,latin
La Asesina,Zacarias Ferreira,El Amor,2017-09-27,latin
Pega Pega,"Tito ""El Bambino""",Pega Pega,2019-05-31,latin
Con Mi Amiga,Daniela Darcourt,Esa Soy Yo,2019-05-31,latin
Mi Canción Perdida,Daniel Santacruz,Mi Canción Perdida,2019-05-17,latin
Me Hubieras Dicho,Yiyo Sarante,Me Hubieras Dicho,2019-08-10,latin
Andas En Mi Cabeza,Chino & Nacho,Andas En Mi Cabeza,2016-02-19,latin
Sola,Raymix,Oye Mujer (Deluxe Edition),2018-05-18,latin
Píntame,Gabriel,"Morisoñando, Vol. 1",37i9dQZF1DWZ1FUX6sM67g
Lámpara Pa' Mis Pies,Juan Luis Guerra 4.40,Literal,2019-05-31,latin
"Si Te Atreves - Canción Original De La Película ""Los Japón""",Juan Magán,"Si Te Atreves (Canción Original De La Película ""Los Japón"")",2019-05-09,latin
Borinquen Bella (feat. Zion & Lennox),Farruko,Gangalee,2019-04-26,latin
Te Quedaste Solo,Fanny Lu,Te Quedaste Solo,2019-05-17,latin
Dale Vieja Dale,Toño Rosario,Galactico,2017-06-08,latin
Bien Chevere,Ilegales,Tropicalia,2019-05-15,latin
Hookah & Sheridan's (Bachata Version),DJ Khalid,Hookah & Sheridan's (Bachata Version),2019-02-22,latin
Salsa Pa' Olvidar las Penas (feat. Gilberto Santa Rosa),Víctor Manuelle,25/7,2018-03-23,latin
Contra La Pared,Sean Paul,Contra La Pared,2019-03-14,latin
Celebration (feat. Ky-Mani Marley),Maffio,Celebration (feat. Ky-Mani Marley),2019-10-04,latin
Contento,Shelow Shaq,Contento,2019-06-21,latin
Tiburon,Proyecto Uno,In Da House,1997,latin
Tu Amor Es Como Un Río,Kany Garcia,Contra el Viento,2019-05-17,latin
Corazón Con Candado,Raulin Rodriguez,Corazón Con Candado,2017-10-18,latin
Don Juan & Cupido,Henry Santos,Don Juan & Cupido,2019-05-03,latin
Palm Beach,Vicente Garcia,Candela,2019-05-24,latin
El Taqui Taqui - Original Mix,Ilegales,Rebotando,1997-11-11,latin
Brillo,J Balvin,Vibras,2018-05-25,latin
La China Medina,Rubén Blades,La China Medina,2019-05-03,latin
Sunday,Jahzel Dotel,Sunday,2019-05-12,latin
Guallando,Fulanito,El Hombre Mas Famoso De La Tierra,1997-11-21,latin
Inolvidable,Farruko,Inolvidable,2018-06-01,latin
Lluvia,Chongo de Colombia,Lluvia,2019-05-29,latin
La Romana,Bad Bunny,X 100PRE,2018-12-23,latin
X,Nicky Jam,X,2018-03-02,latin
Pa Los Files,"Osmani Garcia ""La Voz""",Pa Los Files,2019-05-24,latin
Dandole Remix,Omega,"El Dueño del Flow, Vol. 2",37i9dQZF1DWZ1FUX6sM67g
Escolheu a Pessoa Errada (Acústico no Palhinha),Johnny Hooker,Escolheu a Pessoa Errada (Acústico no Palhinha),2019-12-20,latin
AmarElo (Sample: Sujeito de Sorte - Belchior),Emicida,AmarElo (Sample: Sujeito de Sorte - Belchior),2019-06-25,latin
Andar em Paz,Urias,Andar em Paz,2019-12-13,latin
Oração,Linn da Quebrada,Oração,2019-11-02,latin
Disk Me,Pabllo Vittar,Não Para Não,2018-10-04,latin
Geminiana,DAY,Geminiana,2019-11-08,latin
Apaga a Luz,Gloria Groove,Apaga a Luz,2018-09-28,latin
Beijo Grego,2DE1,Ferida Viva,2019-10-25,latin
Oasis - Ao Vivo no Estúdio MangoLab,Potyguara Bardo,Oasis (Ao Vivo no Estúdio MangoLab),2019-08-16,latin
20ver,Majur,20ver,2019-08-14,latin
Calmô,Liniker e os Caramelows,Goela Abaixo,2019-03-22,latin
Você Me Vira a Cabeça,Urias,Você Me Vira a Cabeça,2018-07-16,latin
Um Pôr do Sol Na Praia,Silva,Um Pôr do Sol Na Praia,2019-07-19,latin
Naufrago,Majur,Colorir,2018-11-14,latin
De Dentro do AP,Bia Ferreira,"Igreja Lesbiteriana, Um Chamado",37i9dQZF1DWZ8fJXMbebf9
Duas da Tarde,Silva,Brasileiro,2018-05-25,latin
Flutua,Johnny Hooker,Coração,2017-07-23,latin
Presente - A COLORS SHOW,Liniker,Presente - A COLORS SHOW,2019-12-16,latin
Encaracolado,Tchelo Gomez,Encaracolado,2019-01-18,latin
Cacto,MARTTE,Vem Bem Vindo,2019-11-01,latin
Só,Caio,Só,2019-12-20,latin
Maria João,Paula Caju,Maria João,2019-11-29,latin
Sem V.O.C.E,Jaloo,ft (pt. 1),2019-09-06,latin
Banquete,Davi,Ritual,2019-09-27,latin
Sinastria,Paulo Ho,Sinastria,2019-11-08,latin
Volta,As Bahias e a Cozinha Mineira,Tarântula,2019-05-31,latin
Vem Comigo,VENVS,Venvs,2020-01-10,latin
Me Beija Com Raiva,Jão,LOBOS,2018-08-17,latin
Ficar Sem Você,Davi,Ficar Sem Você,2019-08-30,latin
Colo,Renan Cavolik,Colo,2019-05-24,latin
Tenho Você,Davi,Tenho Você,2018-07-24,latin
Incendiário,Rodrigo Ruchell,Incendiário,2019-08-16,latin
Longe - Acústico,Lizandra,Longe (Acústico),2019-11-01,latin
Louquinho,Jão,Louquinho,2019-07-11,latin
Caranguejo,Riko Viana,Caranguejo,2019-11-05,latin
Pra Vida Inteira,Silva,Pra Vida Inteira,2020-01-10,latin
Quem Você Pensa Que É?,Juccas,Juccas,2019-03-29,latin
Outro (Que É Você),Bemti,Outro (Que É Você),2019-11-29,latin
Moça Do Vestido Molhado,Monica Casagrande,Moça Do Vestido Molhado,2019-10-25,latin
Des Construção,Renato Enoch,Des Construção,2019-07-19,latin
Céu Azul,Jaloo,Céu Azul,2018-08-03,latin
Pense em Mim,Johnny Hooker,Pense em Mim,2019-06-21,latin
Mundo Líquido,Maria Gadú,Mundo Líquido,2019-04-22,latin
Perdoa,ANAVITÓRIA,Perdoa,2019-03-29,latin
Ritual,Davi,Ritual,2019-08-01,latin
Triângulos,FLORA,Triângulos,2019-10-31,latin
Deixa Eu Te Encontrar,Julia Sicone,Diz,2017-12-09,latin
Ovelha Negra,Renato Enoch,Recortes {B},2019-08-09,latin
Louco e Divertido,Leo Fressato,Louco e Divertido,2019-07-12,latin
Nada,vicrossor,Inverno,2019-07-05,latin
Fundo do Mar,Dry,Água Viva,2020-01-05,latin
Cara Nova (Microfonado Pocket Version),Juccas,Microfonado Pocket,2019-11-14,latin
mEnorme,Linn da Quebrada,mEnorme,2018-11-09,latin
Zero,Liniker e os Caramelows,Cru,2015-07-30,latin
Das Estrelas,As Bahias e a Cozinha Mineira,Das Estrelas,2019-01-18,latin
Escolheu a Pessoa Errada para Humilhar,Johnny Hooker,Escolheu a Pessoa Errada para Humilhar,2019-08-08,latin
Eu Não Quero Mais,Filipe Catto,CATTO,2017-11-24,latin
Onda,Mc Tha,Rito de Passá,2019-06-21,latin
No Amasso,Riko Viana,No Amasso,2019-11-07,latin
Você Não Existe,Potyguara Bardo,Simulacre,2018-08-09,latin
Some Say - Felix Jaehn Remix,Nea,Some Say (Felix Jaehn Remix),2020-01-10,latin
Family,The Chainsmokers,World War Joy,2019-12-06,latin
Top of the World - Erlandsson Remix,Vide,Top of the World (The Remixes),2020-01-03,latin
I Got Eyes (feat. TILI),John De Sohn,Made For You,2019-11-29,latin
2 Hearts (feat. Gia Koka),Sam Feldt,2 Hearts (feat. Gia Koka),2020-01-10,latin
Unbelievable,Andrew Roman,Unbelievable,2019-12-06,latin
I Don't Know,Ericé,I Don't Know,2019-11-29,latin
The Rest Will Follow,Ludvigsson,The Rest Will Follow,2019-11-22,latin
Only You,Hogland,Only You,2019-11-15,latin
So It Goes,Caj Morgan,So It Goes,2019-12-27,latin
New Dream,Roman Müller,New Dream,2019-12-20,latin
Coming Back,Closed Doors,Coming Back,2019-11-29,latin
Le Le Let Go,Lucas Estrada,Le Le Let Go,2019-12-13,latin
Never Letting Go,Coopex,Never Letting Go,2019-12-27,latin
Hold on Tight,Sterkøl,Hold on Tight,2019-11-01,latin
Cross My Heart,Hogland,Cross My Heart,2019-09-13,latin
All That She Wants,Campsite Dream,All That She Wants,2020-01-10,latin
Heading Home,Ludvigsson,Heading Home,2019-09-27,latin
Nothing Like You,Lucas Estrada,Nothing Like You,2019-12-27,latin
Understand This,ROËDS,Understand This,2019-12-27,latin
Bored Games,Middle Class Richkids,Bored Games,2019-11-15,latin
Once and for All,Moe Aly,Once and for All,2019-11-22,latin
Bleed,Haze & Mellow,Bleed,2019-11-22,latin
Photograph,Ljung,Photograph,2019-12-06,latin
Somewhere,Lucas Estrada,Somewhere,2019-11-22,latin
Thinkin Bout You,Jonasu,Thinkin Bout You,2019-10-18,latin
Get Along,Behmer,Get Along,2019-10-18,latin
As Far as Feelings Go,Alle Farben,As Far as Feelings Go,2019-10-11,latin
Your Everything (Camero Edit),Foxa,Your Everything (Camero Edit),2019-11-08,latin
Waste the Time,henrikz,Waste the Time,2019-12-06,latin
Figured You Out,KVR,Figured You Out,2019-11-01,latin
Close to Me,Alex Fosse,Close to Me,2019-11-01,latin
Letting Go,Hogland,Letting Go,2019-06-07,latin
Strongest (Alan Walker Remix),Ina Wroldsen,Strongest (Alan Walker Remix),2017-12-01,latin
Instagram,Dimitri Vegas & Like Mike,Instagram,2019-07-05,latin
Too Close,Sterkøl,Too Close,2019-09-06,latin
'74 - '75 (feat. Susan Tyler) - Radio Edit,Paolo Pellegrino,'74 - '75 (feat. Susan Tyler),2019-02-08,latin
Lucky One (feat. ILY),Tom Ferry,Lucky One (feat. ILY),2019-08-09,latin
Somebody,Erlandsson,Somebody,2019-10-11,latin
Fool Myself (feat. Welms),Lü,Fool Myself (feat. Welms),2019-10-11,latin
Too Loud,ROËDS,Too Loud,2019-10-25,latin
By My Side,Julian Era,By My Side,2019-08-16,latin
